,Title,Release Year,Age Restriction,Duration,Genre,Rating,Number of Votes,Meta Score,Language,Country of Origin,Companies,Budget,Gross (worldwide)
1933,The Sum of All Fears,2002,PG-13,2h 4m,Action~Drama~Thriller,6.4,124K,45,English~Russian~Ukrainian~German~Arabic,United States~Germany~Canada,Paramount Pictures~Mace Neufeld Productions~MFP Munich Film Partners GmbH & Company I. Produktions KG,"$68,000,000","$193,921,372"
1934,Downsizing,2017,R,2h 15m,Drama~Fantasy~Sci-Fi,5.8,124K,64,English~Spanish~Norwegian~French~Korean~Greek~Vietnamese,United States~Norway,Paramount Pictures~Ad Hominem Enterprises~Gran Via Productions,"$68,000,000","$55,003,890"
1935,Priest,2011,PG-13,1h 27m,Action~Fantasy~Horror,5.7,124K,41,English,United States,Screen Gems~Michael De Luca Productions~Stars Road Entertainment,"$60,000,000","$78,309,505"
1936,The Jackal,1997,R,2h 4m,Action~Crime~Drama,6.4,124K,36,English~Russian~French~Spanish,United States~United Kingdom~France~Germany~Japan,Universal Pictures~Mutual Film Company~Alphaville Films,"$60,000,000","$159,330,280"
1937,Soorarai Pottru,2020,TV-MA,2h 33m,Action~Drama,8.7,124K,N/A,Tamil,India,2D Entertainment~Sikhya Entertainment~Goldmines Telefilms,"₹150,000,000",N/A
1938,Entrapment,1999,PG-13,1h 53m,Action~Crime~Romance,6.3,124K,54,English,United Kingdom~Germany~United States,Twentieth Century Fox~New Regency Productions~Fountainbridge Films,"$66,000,000","$212,404,396"
1939,Pay It Forward,2000,PG-13,2h 3m,Drama,7.2,124K,40,English,United States,Warner Bros.~Bel Air Entertainment~Tapestry Films,"$40,000,000","$55,707,411"
1940,Miami Vice,2006,R,2h 12m,Action~Crime~Drama,6.1,124K,66,English~Spanish,United States~Germany~Paraguay~Uruguay,Universal Pictures~Motion Picture ETA Produktionsgesellschaft~Forward Pass,"$135,000,000","$163,794,509"
1941,Lightyear,2022,PG,1h 45m,Animation~Action~Adventure,6.1,124K,60,English,United States~Japan,Pixar Animation Studios~Pixar~The Walt Disney Company,"$200,000,000","$226,425,420"
1942,Brother Bear,2003,G,1h 25m,Animation~Adventure~Comedy,6.9,124K,48,English~Inuktitut~Croatian~Serbian,United States~Japan,Walt Disney Pictures~Walt Disney Animation Studios~Walt Disney Feature Animation Florida,"$128,000,000","$250,397,798"
1943,The Nutty Professor,1996,PG-13,1h 35m,Comedy~Romance~Sci-Fi,5.7,124K,64,English,United States,Imagine Entertainment,"$54,000,000","$273,961,019"
1944,Funny People,2009,R,2h 26m,Comedy~Drama,6.3,124K,60,English,United States,Universal Pictures~Columbia Pictures~Relativity Media,"$75,000,000","$71,585,235"
1945,To All the Boys I've Loved Before,2018,TV-14,1h 39m,Comedy~Drama~Romance,7.0,124K,64,English,United States,Awesomeness Films~Overbrook Entertainment~All The Boys Productions,N/A,N/A
1946,Why Him?,2016,R,1h 51m,Comedy,6.2,124K,39,English~Central Khmer,United States,Twentieth Century Fox~Red Hour Films~21 Laps Entertainment,"$38,000,000","$118,102,725"
1947,Den of Thieves,2018,R,2h 20m,Action~Crime~Drama,7.0,124K,49,English~Polynesian~Spanish,United States,STX Films~Diamond Film Productions~Tucker Tooley Entertainment,"$30,000,000","$80,509,622"
1948,Sweet Home Alabama,2002,PG-13,1h 48m,Comedy~Romance,6.2,123K,45,English,United States,Touchstone Pictures~Original Film~D&D Films,"$30,000,000","$180,622,424"
1949,Nebraska,2013,R,1h 55m,Drama,7.7,123K,86,English~Spanish,United States,Paramount Vantage~FilmNation Entertainment~Blue Lake Media Fund,"$12,000,000","$27,682,872"
1950,Wild Hogs,2007,PG-13,1h 40m,Action~Adventure~Comedy,5.8,123K,27,English,United States,Touchstone Pictures~Tollin/Robbins Productions~Wild Hogs Productions,N/A,"$253,625,427"
1951,The Marvels,2023,PG-13,1h 45m,Action~Adventure~Fantasy,5.5,123K,50,English~Urdu,United States,Marvel Studios~The Walt Disney Company,"$220,000,000","$206,124,109"
1952,The Foreigner,2017,R,1h 53m,Action~Thriller,7.0,123K,55,English~Mandarin,United Kingdom~China~United States~India,STX Entertainment~Sparkle Roll Media~Wanda Media Co.,"$35,000,000","$145,418,070"
1953,Crimson Tide,1995,R,1h 56m,Action~Drama~Thriller,7.3,123K,66,English,United States,Hollywood Pictures~Don Simpson/Jerry Bruckheimer Films,"$53,000,000","$157,387,195"
1954,Rat Race,2001,PG-13,1h 52m,Action~Adventure~Comedy,6.5,123K,52,English,United States~Canada,Paramount Pictures~Alphaville Films~Fireworks Pictures,"$48,000,000","$85,498,534"
1955,The Family,2013,R,1h 51m,Comedy~Crime~Thriller,6.3,123K,42,English~French~Italian,France~United Kingdom~United States,EuropaCorp~Relativity Media~TF1 Films Production,"$30,000,000","$78,418,811"
1956,The Skeleton Key,2005,PG-13,1h 44m,Drama~Horror~Mystery,6.5,123K,47,English~French,United States~Germany,Universal Pictures~ShadowCatcher Entertainment~Double Feature Films,"$43,000,000","$93,983,911"
1957,Silence,2016,R,2h 41m,Drama~History,7.2,123K,79,English~Japanese~Latin,United States~United Kingdom~Taiwan~Japan~Mexico,SharpSword Films~AI-Film~CatchPlay,"$46,000,000","$23,834,809"
1958,Ride Along,2014,PG-13,1h 39m,Action~Comedy~Crime,6.1,123K,41,English~Ukrainian,United States,Universal Pictures~Relativity Media~Cube Vision,"$25,000,000","$154,468,902"
1959,Bridget Jones: The Edge of Reason,2004,R,1h 48m,Comedy~Drama~Romance,6.0,122K,44,English~German~Thai,United Kingdom~France~Germany~Ireland~United States,Universal Pictures~StudioCanal~Miramax,"$40,000,000","$265,126,918"
1960,Rang De Basanti,2006,Not Rated,2h 47m,Comedy~Crime~Drama,8.1,122K,N/A,Hindi,India,ROMP~Rakeysh Omprakash Mehra Pictures~UTV Motion Pictures,N/A,"$10,800,778"
1961,Patch Adams,1998,PG-13,1h 55m,Biography~Comedy~Drama,6.8,122K,26,English,United States,Universal Pictures~Blue Wolf Productions~Farrell/Minoff,"$90,000,000","$202,292,902"
1962,Gemini Man,2019,PG-13,1h 57m,Action~Sci-Fi~Thriller,5.7,122K,38,English~French,China~United States,Skydance Media~Jerry Bruckheimer Films~Fosun Group Forever Pictures,"$138,000,000","$173,469,516"
1963,The Naked Gun 2½: The Smell of Fear,1991,PG-13,1h 25m,Comedy~Crime,6.9,122K,65,English~Spanish,United States,Paramount Pictures,"$23,000,000","$86,930,411"
1964,Alice Through the Looking Glass,2016,PG,1h 53m,Adventure~Family~Fantasy,6.2,122K,34,English,United States~Thailand~United Kingdom~India~Canada,Walt Disney Pictures~Roth Films~Team Todd,"$170,000,000","$299,820,798"
1965,The Way Back,2010,PG-13,2h 13m,Adventure~Drama~History,7.3,122K,66,English~Russian~Polish~Tibetan~Mongolian,United States~United Arab Emirates~Poland~India,Exclusive Films~National Geographic Films~Imagenation Abu Dhabi FZ,"$30,000,000","$24,172,201"
1966,Marie Antoinette,2006,PG-13,2h 3m,Biography~Drama~History,6.5,122K,64,English~Latin~French,United States~France~Japan,Columbia Pictures~Pricel~Tohokushinsha Film Corporation (TFC),"$40,000,000","$60,917,189"
1967,The Conversation,1974,PG,1h 53m,Drama~Mystery~Thriller,7.7,122K,87,English,United States,The Directors Company~The Coppola Company~American Zoetrope,"$1,600,000","$4,699,252"
1968,Cars 3,2017,G,1h 42m,Animation~Adventure~Comedy,6.7,122K,59,English,United States~Japan,Pixar Animation Studios~Walt Disney Pictures,"$175,000,000","$383,930,656"
1969,Long Shot,2019,R,2h 5m,Comedy~Romance,6.8,122K,67,English~Swedish~French~Vietnamese~Russian~Hebrew,United States~Canada~Colombia,Summit Entertainment~AG Studios~Canadian Film or Video Production Tax Credit (CPTC),"$40,000,000","$53,873,809"
1970,From Paris with Love,2010,R,1h 32m,Action~Crime~Thriller,6.4,122K,42,English~French~Mandarin~German,France~United Kingdom~United States,EuropaCorp~M6 Films~Grive Productions,"$52,000,000","$52,844,496"
1971,Vacation,2015,R,1h 39m,Adventure~Comedy,6.1,122K,34,English,United States,BenderSpink~David Dobkin Productions~New Line Cinema,"$31,000,000","$107,228,221"
1972,Serendipity,2001,PG-13,1h 30m,Comedy~Romance,6.8,121K,52,English~French,United States,Miramax~Tapestry Films~Simon Fields Productions,"$28,000,000","$77,516,304"
1973,Once,2007,R,1h 26m,Drama~Music~Romance,7.8,121K,90,English~Czech,Ireland~United States,Samson Films~Summit Entertainment~Bord Scannán na hÉireann / The Irish Film Board,"$150,000","$20,939,022"
1974,West Side Story,1961,Approved,2h 33m,Crime~Drama~Musical,7.6,121K,86,English~Spanish,United States,The Mirisch Corporation~Seven Arts Productions,"$6,000,000","$44,134,757"
1975,The Basketball Diaries,1995,R,1h 42m,Biography~Crime~Drama,7.3,121K,46,English,United States,New Line Cinema~Island Pictures,"$2,000,000","$2,402,438"
1976,A League of Their Own,1992,PG,2h 8m,Comedy~Drama~Sport,7.3,121K,69,English,United States,Columbia Pictures~Parkway Productions,"$40,000,000","$132,440,069"
1977,Death at a Funeral,2007,R,1h 30m,Comedy,7.3,121K,67,English,United States~Germany~United Kingdom~Netherlands,Sidney Kimmel Entertainment~Parabolic Pictures Inc.~Stable Way Entertainment,"$9,000,000","$46,789,413"
1978,Coyote Ugly,2000,PG-13,1h 40m,Comedy~Drama~Music,5.7,121K,27,English,United States,Touchstone Pictures~Jerry Bruckheimer Films,"$45,000,000","$113,916,474"
1979,Street Kings,2008,R,1h 49m,Action~Crime~Thriller,6.8,121K,55,English~Turkish,United States,Fox Searchlight Pictures~New Regency Productions~3 Arts Entertainment,"$20,000,000","$66,476,363"
1980,Lagaan: Once Upon a Time in India,2001,PG,3h 44m,Drama~Musical~Sport,8.1,121K,84,Hindi~English,India~United States,Aamir Khan Productions~Jhamu Sughand Productions,"₹250,000,000","$1,724,806"
1981,Midnight Cowboy,1969,R,1h 53m,Drama,7.8,121K,79,English~Italian,United States,Jerome Hellman Productions~Florin Productions,"$3,600,000","$44,802,577"
1982,Bonnie and Clyde,1967,R,1h 51m,Action~Biography~Crime,7.7,121K,86,English,United States,Warner Bros./Seven Arts~Tatira-Hiller Productions,"$2,500,000","$1,004"
1983,Water for Elephants,2011,PG-13,2h,Drama~Romance,6.9,120K,52,English~Polish,United States,Fox 2000 Pictures~3 Arts Entertainment~Flashpoint Entertainment,"$38,000,000","$117,094,902"
1984,An American Werewolf in London,1981,R,1h 37m,Comedy~Horror,7.5,120K,55,English,United Kingdom~United States,Polygram Pictures~Lyncanthrope Films~American Werewolf,"$10,000,000","$30,800,631"
1985,Patriot Games,1992,R,1h 57m,Action~Thriller,6.8,120K,64,English,United States,Mace Neufeld Productions,"$45,000,000","$178,051,587"
1986,Vacation,1983,R,1h 38m,Adventure~Comedy,7.3,120K,55,English,United States,National Lampoon~Warner Bros.,"$15,000,000","$61,418,362"
1987,Where the Crawdads Sing,2022,PG-13,2h 5m,Drama~Mystery~Romance,7.2,120K,43,English,United States,3000 Pictures~Hello Sunshine,"$24,000,000","$144,353,965"
1988,The Other Boleyn Girl,2008,PG-13,1h 55m,Biography~Drama~History,6.7,120K,50,English,United Kingdom~United States,Columbia Pictures~Focus Features~BBC Film,"$35,000,000","$78,201,830"
1989,The Butler,2013,PG-13,2h 12m,Biography~Drama,7.2,120K,65,English,United States,Follow Through Productions~Salamander Pictures~Laura Ziskin Productions,"$30,000,000","$177,313,795"
1990,"tick, tick... BOOM!",2021,PG-13,1h 55m,Biography~Comedy~Drama,7.5,119K,74,English,United States,5000 Broadway Productions~Imagine Entertainment,"$55,000,000","$112,777"
1991,Mean Streets,1973,R,1h 52m,Crime~Drama~Thriller,7.2,119K,96,English~Italian~German,United States,Warner Bros.~Taplin - Perry - Scorsese Productions,"$500,000","$61,676"
1992,Instant Family,2018,PG-13,1h 58m,Comedy~Drama,7.3,119K,57,English~Spanish,United States,Paramount Pictures~Closest to the Hole Productions~Leverage Entertainment,"$48,000,000","$120,989,830"
1993,The Ritual,2017,TV-MA,1h 34m,Horror~Mystery~Thriller,6.3,119K,57,English~Swedish,United Kingdom~Canada,Entertainment One~Imaginarium Productions,N/A,"$1,785,977"
1994,The Family Man,2000,PG-13,2h 5m,Comedy~Drama~Fantasy,6.8,119K,42,English~Italian,United States,Universal Pictures~Beacon Communications~Riche-Ludwig Productions,"$60,000,000","$124,745,083"
1995,The Huntsman: Winter's War,2016,PG-13,1h 54m,Action~Adventure~Drama,6.1,119K,35,English,United States~China,Universal Pictures~Perfect World Pictures~Roth Films,"$115,000,000","$164,989,338"
1996,The Jacket,2005,R,1h 43m,Drama~Fantasy~Mystery,7.1,119K,44,English,Germany~United States,Mandalay Pictures~Warner Independent Pictures (WIP)~2929 Productions,"$29,000,000","$21,733,230"
1997,Gothika,2003,R,1h 38m,Horror~Mystery~Thriller,5.8,119K,38,English,United States~France~Canada~Spain,Columbia Pictures~Warner Bros.~Dark Castle Entertainment,"$40,000,000","$141,591,324"
1998,Deliverance,1972,R,1h 49m,Adventure~Drama~Thriller,7.7,119K,80,English,United States,Warner Bros.~Elmer Enterprises,"$2,000,000","$4,550"
1999,Little Fockers,2010,PG-13,1h 38m,Comedy~Romance,5.5,119K,27,English~Ukrainian,United States,Universal Pictures~Paramount Pictures~Relativity Media,"$100,000,000","$310,650,585"
2000,The Invitation,2015,Not Rated,1h 40m,Drama~Horror~Mystery,6.6,119K,74,English,United States,Gamechanger Films~Lege Artis~The Invitation,N/A,"$354,835"
2001,Maverick,1994,PG,2h 7m,Action~Adventure~Comedy,7.0,119K,62,English,United States,Donner/Shuler-Donner Productions~Icon Entertainment International~Icon Productions,"$75,000,000","$183,031,272"
2002,The King of Comedy,1982,PG,1h 49m,Comedy~Crime~Drama,7.8,119K,73,English,United States,Embassy International Pictures,"$20,000,000","$2,537,183"
2003,Scream VI,2023,R,2h 2m,Horror~Mystery~Thriller,6.5,119K,61,English,United States~Canada,Paramount Pictures~Spyglass Media Group~Project X Entertainment,"$35,000,000","$168,961,389"
2004,The Unforgivable,2021,R,1h 52m,Crime~Drama~Mystery,7.1,119K,41,Persian~English,United Kingdom~Germany~United States,Construction Film~Fortis Films~GK Films,N/A,"$13,062"
2005,Fast X,2023,PG-13,2h 21m,Action~Adventure~Crime,5.8,119K,56,English,United States~China~Japan,"Universal Pictures~China Film Co., Ltd.~Dentsu","$340,000,000","$704,875,015"
2006,Seeking a Friend for the End of the World,2012,R,1h 41m,Adventure~Comedy~Drama,6.7,119K,59,English,United States,Focus Features~Mandate Pictures~Indian Paintbrush,"$10,000,000","$11,681,781"
2007,Maleficent: Mistress of Evil,2019,PG,1h 59m,Adventure~Family~Fantasy,6.6,119K,43,English,United Kingdom~Canada~United States~France,Walt Disney Pictures~Roth Films~Jolie Pas,"$185,000,000","$491,730,089"
2008,Doom,2005,R,1h 45m,Action~Horror~Sci-Fi,5.2,119K,34,English~Japanese,United Kingdom~Czech Republic~Germany~United States,John Wells Productions~Di Bonaventura Pictures~Doom Productions,"$60,000,000","$58,072,119"
2009,"Paris, Texas",1984,R,2h 25m,Drama,8.1,119K,81,English~Spanish,West Germany~France~United Kingdom~United States,Road Movies Filmproduktion~Argos Films~Westdeutscher Rundfunk (WDR),"£1,162,000","$2,274,285"
2010,The Host,2013,PG-13,2h 5m,Action~Adventure~Drama,5.8,119K,35,English,United States~Switzerland,Nick Wechsler Productions~Chockstone Pictures~Fickle Fish Films,"$40,000,000","$63,365,859"
2011,Insidious: Chapter 3,2015,PG-13,1h 37m,Horror~Mystery~Thriller,6.1,118K,52,English,United States~Canada~United Kingdom,Gramercy Pictures (I)~Stage 6 Films~Entertainment One,"$10,000,000","$112,983,889"
2012,Premium Rush,2012,PG-13,1h 31m,Action~Crime~Thriller,6.5,118K,66,English~Mandarin~Cantonese,United States,Columbia Pictures~Pariah,"$35,000,000","$31,083,599"
2013,Geostorm,2017,PG-13,1h 49m,Action~Sci-Fi~Thriller,5.3,118K,21,English~Cantonese~Russian~Hindi~Spanish,United States,Warner Bros.~Skydance Media~RatPac-Dune Entertainment,"$120,000,000","$221,900,160"
2014,Eraser,1996,R,1h 55m,Action~Crime~Thriller,6.2,118K,56,English~Russian,United States,Kopelson Entertainment~Sprockets Music~Warner Bros.,"$100,000,000","$242,295,562"
2015,Only God Forgives,2013,R,1h 30m,Action~Crime~Drama,5.7,118K,37,English~Thai,Denmark~France~United States~Sweden~Belgium~Thailand,Space Rocket Nation~Gaumont~Wild Bunch,"$4,800,000","$10,658,332"
2016,Sex Tape,2014,R,1h 34m,Comedy~Romance,5.1,118K,36,English~Ukrainian,United States,Columbia Pictures~Media Rights Capital (MRC)~LStar Capital,"$40,000,000","$126,069,509"
2017,Fences,2016,PG-13,2h 19m,Drama,7.2,118K,79,English,United States~Canada,BRON Studios~Escape Artists~MACRO,"$24,000,000","$64,414,761"
2018,Bone Tomahawk,2015,Not Rated,2h 12m,Drama~Horror~Western,7.1,118K,72,English,United States~United Kingdom,Caliber Media Company~Platinum Platypus~Realmbuilders Productions,"$1,800,000","$382,579"
2019,Jacob's Ladder,1990,R,1h 53m,Drama~Horror~Mystery,7.4,118K,62,English,United States,Carolco Pictures,"$25,000,000","$26,118,851"
2020,The Green Knight,2021,R,2h 10m,Adventure~Drama~Fantasy,6.6,118K,85,Latin~English,United States~Canada~Ireland,Sailor Bear~BRON Studios~A24,"$15,000,000","$18,887,953"
2021,A Single Man,2009,R,1h 39m,Crime~Drama~Romance,7.5,118K,77,English~Spanish,United States,Fade to Black Productions~Depth of Field~Artina Films,"$7,000,000","$24,964,890"
2022,Trance,2013,R,1h 41m,Crime~Drama~Mystery,6.9,118K,61,English~French,United Kingdom~France~United States,Fox Searchlight Pictures~Pathé~Cloud Eight Films,"$20,000,000","$24,261,569"
2023,Safe,2012,R,1h 34m,Action~Crime~Thriller,6.5,118K,55,English~Mandarin~Russian,United States,IM Global~Lionsgate Films~Automatik Entertainment,"$30,000,000","$41,564,670"
2024,101 Dalmatians,1996,G,1h 43m,Adventure~Comedy~Crime,5.7,117K,50,English~Spanish,United States~United Kingdom,Walt Disney Pictures~Great Oaks Entertainment~Wizzer Productions,"$75,000,000","$320,689,294"
2025,Driving Miss Daisy,1989,PG,1h 39m,Comedy~Drama,7.3,117K,81,English~Hebrew,United States,The Zanuck Company~Allied Filmmakers~Majestic Films International,"$7,500,000","$145,793,296"
2026,You Only Live Twice,1967,PG,1h 57m,Action~Adventure~Thriller,6.8,117K,61,English~Japanese~Russian,United Kingdom,Eon Productions,"$9,500,000","$43,115,913"
2027,Talk to Her,2002,R,1h 52m,Drama~Mystery~Romance,7.9,117K,86,Spanish,Spain~United States,El Deseo~Antena 3 Televisión~Good Machine,N/A,"$64,826,117"
2028,Paul Blart: Mall Cop,2009,PG,1h 31m,Action~Comedy~Crime,5.3,117K,39,English,United States,Columbia Pictures~Relativity Media~Happy Madison Productions,"$26,000,000","$183,348,429"
2029,The Amityville Horror,2005,R,1h 30m,Horror,5.9,117K,33,English,United States,Metro-Goldwyn-Mayer (MGM)~Dimension Films~Platinum Dunes,"$19,000,000","$107,516,369"
2030,Just Like Heaven,2005,PG-13,1h 35m,Comedy~Drama~Fantasy,6.7,117K,47,English~Spanish~Mandarin,United States,Dreamworks Pictures~Parkes/MacDonald Image Nation~Amblin Entertainment,"$58,000,000","$102,854,431"
2031,The 5th Wave,2016,PG-13,1h 52m,Action~Adventure~Sci-Fi,5.2,117K,33,English,United States~United Kingdom,Columbia Pictures~LStar Capital~Material Pictures,"$38,000,000","$109,906,372"
2032,The Name of the Rose,1986,R,2h 10m,Drama~Mystery~Thriller,7.7,117K,54,English~Italian~Latin~German,West Germany~Italy~France,Constantin Film~Cristaldifilm~Les Films Ariane,"ITL 30,000,000,000","$7,153,487"
2033,A Scanner Darkly,2006,R,1h 40m,Animation~Comedy~Crime,7.0,117K,73,English,United States,Warner Independent Pictures (WIP)~Thousand Words~Section Eight,"$8,700,000","$7,659,918"
2034,Frankenweenie,2012,PG,1h 27m,Animation~Comedy~Drama,6.9,117K,74,English,United States~United Kingdom,Walt Disney Pictures~Tim Burton Productions,"$39,000,000","$84,247,681"
2035,Easy Rider,1969,R,1h 35m,Adventure~Drama,7.2,117K,85,"English~Spanish~Greek, Ancient (to 1453)",United States,Pando Company Inc.~Raybert Productions,"$360,000","$123,756"
2036,Friday the 13th,2009,R,1h 37m,Horror~Mystery~Thriller,5.5,117K,34,English~Ukrainian,United States,New Line Cinema~Paramount Pictures~Platinum Dunes,"$19,000,000","$91,509,154"
